title,studio,lifetime_gross,year
Strange Magic,Disney,12429583,2015
Spirited Away,Disney,12427717,2002
Ready to Rumble,WB,12394327,2000
Hot Tub Time Machine 2,Paramount,12314651,2015
A Stranger Among Us,Disney,12282994,1992
True Romance,WB,12281551,1993
Casual Sex?,Universal,12277096,1988
Breakin' All the Rules,Screen Gems,12264319,2004
Far from the Madding Crowd,Fox,12236500,2015
12 Rounds,Fox,12234694,2009
The 33,WB,12227722,2015
I'll Be Home for Christmas,Disney,12214338,1998
Hideaway,Sony,12201255,1995
Chasing Liberty,WB,12195626,2004
Pink Cadillac,WB,12143484,1989
Roommates,Disney,12096881,1995
"Bye Bye, Love",Fox,12096673,1995
Holy Man,Disney,12069719,1998
The Last Stand,Lionsgate,12050299,2013
In Dreams,DreamWorks,12017369,1999
The Gift,Paramount,12008642,2000
The King and I (1999),WB,11993021,1999
Zoom,Sony,11989328,2006
Sorority Row,Summit,11965282,2009
"Roman J. Israel, Esq.",Sony,11962778,2017
The Thirteenth Floor,Sony,11916661,1999
The Darjeeling Limited,Fox,11902715,2007
Sydney White,Universal,11892415,2007
Glee The 3D Concert Movie,Fox,11862398,2011
Alaska,Sony,11829959,1996
Meet Dave,Fox,11803254,2008
Caddyshack II,WB,11798302,1988
The Adventures of Elmo in Grouchland,Sony,11683047,1999
Gone,Lionsgate,11682205,2012
Surviving Christmas,DreamWorks,11663156,2004
Far From Home: The Adventures of Yellow Dog,Fox,11642946,1995
The Last Kiss (2006),Paramount,11614790,2006
Gross Anatomy,Disney,11604598,1989
Graveyard Shift,Paramount,11582891,1990
Wing Commander,Fox,11578059,1999
Henry & June,Universal,11567449,1990
Police Academy 6: City Under Siege,WB,11567217,1989
Boys Don't Cry,Fox,11540607,1999
Young Einstein,WB,11536599,1989
Fair Game (1995),WB,11534477,1995
Army of Darkness,Universal,11502976,1993
The Beautician and the Beast,Paramount,11486880,1997
Moon Over Parador,Universal,11444204,1988
The Ref,Disney,11439193,1994
Double Team,Sony,11438337,1997
The Powerpuff Girls Movie,WB,11412414,2002
Jennifer 8,Paramount,11390479,1992
Thumbelina,WB,11373501,1994
Unforgettable (2017),WB,11368012,2017
Opportunity Knocks,Universal,11359129,1990
Balto,Universal,11348324,1995
Career Opportunities,Universal,11336986,1991
Casanova,Disney,11304403,2005
The Old Man & the Gun,Fox,11277120,2018
One Good Cop,Disney,11276846,1991
Lords of Dogtown,Sony,11273517,2005
Chill Factor,WB,11263966,1999
Island of Lemurs: Madagascar (IMAX),WB,11262247,2014
Brotherhood of the Wolf,Universal,11260096,2002
Deep Rising,Disney,11203026,1998
For Love or Money,Universal,11146270,1993
V.I. Warshawski,Disney,11128309,1991
Whispers in the Dark,Paramount,11124511,1992
Hell Fest,Lionsgate,11107431,2018
Cafe Society,Lionsgate,11103205,2016
Michael Collins,WB,11092559,1996
Mad Dog and Glory,Universal,11081586,1993
In the Land of Women,WB,11052958,2007
The Astronaut Farmer,WB,11003643,2007
The Super,Fox,11000863,1991
Nuns on the Run,Fox,10959015,1990
Pride and Prejudice and Zombies,Screen Gems,10938134,2016
Leave It to Beaver,Universal,10925060,1997
Stop-Loss,Paramount,10915744,2008
The End of the Affair,Sony,10827816,1999
Office Space,Fox,10827810,1999
Moving,WB,10815378,1988
Dracula: Dead and Loving It,Sony,10772144,1995
Welcome to Marwen,Universal,10763520,2018
New York Stories,Disney,10763469,1989
Stay Tuned,WB,10736401,1992
Abandon,Paramount,10727683,2002
Belle,Fox,10726630,2014
The Drop,Fox,10724389,2014
Drive Angry,Summit,10721033,2011
Fear and Loathing in Las Vegas,Universal,10680275,1998
Universal Soldier: The Return,Sony,10667893,1999
Two If by Sea,WB,10658278,1996
Primeval,Disney,10597734,2007
Not Easily Broken,Screen Gems,10572742,2009
Three to Tango,WB,10570375,1999
We're No Angels,Paramount,10555348,1989
Jonah Hex,WB,10547117,2010
Mad City,WB,10541523,1997
Here on Earth,Fox,10522168,2000
Getaway (2013),WB,10501938,2013
Camp Nowhere,Disney,10475705,1994
Narc,Paramount,10465659,2002
Home Fries,WB,10459961,1998
The Newton Boys,Fox,10452012,1998
The Brothers McMullen,Fox,10426506,1995
Head Over Heels,Universal,10424470,2001
Roving Mars (IMAX),Disney,10407978,2006
The Perfect Score,Paramount,10391003,2004
The Scarlet Letter,Disney,10382407,1995
Live By Night,WB,10378555,2016
The Witches,WB,10360553,1990
Straw Dogs (2011),Screen Gems,10324441,2011
Knock Off,Sony,10319915,1998
White Squall,Disney,10292300,1996
Shopgirl,Disney,10284523,2005
Whiteout,WB,10275638,2009
Kinsey,Fox,10254979,2004
Pathfinder: Legend of the Ghost Warrior,Fox,10232081,2007
Unfinished Business,Fox,10219501,2015
Sorority Boys,Disney,10200032,2002
Win Win,Fox,10179275,2011
Sunset Park,Sony,10163782,1996
The Fountain,WB,10144010,2006
Prom,Disney,10130219,2011
Brokedown Palace,Fox,10115013,1999
Buddy,Sony,10113400,1997
Mrs. Winterbourne,Sony,10082005,1996
Shakedown,Universal,10068039,1988
Boiling Point,WB,10058318,1993
Lucky Numbers,Paramount,10042516,2000
Godzilla 2000,Sony,10037390,2000
What's Eating Gilbert Grape,Paramount,10032765,1993
Next Day Air,Summit,10027047,2009
A Little Princess,WB,10015449,1995
Penelope,Summit,10011996,2008
BRATZ,Lionsgate,10010209,2007
The Two Jakes,Paramount,10005969,1990
Lassie,Paramount,9979683,1994
Dudley Do-Right,Universal,9974410,1999
Immortal Beloved,Sony,9914409,1994
Night Falls on Manhattan,Paramount,9889670,1997
Dunston Checks In,Fox,9871065,1996
Jade,Paramount,9851610,1995
"He Said, She Said",Paramount,9804775,1991
Bad Dreams,Fox,9797098,1988
The Express,Universal,9793406,2008
Flesh and Bone,Paramount,9709451,1993
The Butcher's Wife,Paramount,9689816,1991
The Baby-Sitters Club,Sony,9685976,1995
The Perfect Match,Lionsgate,9669521,2016
Popstar: Never Stop Never Stopping,Universal,9639125,2016
Digimon: The Movie,Fox,9631153,2000
Wrongfully Accused,WB,9623329,1998
Scenes From a Mall,Disney,9563393,1991
Fair Game (2010),Summit,9540691,2010
She's the One,Fox,9538948,1996
Thank You for Your Service (2017),Universal,9536300,2017
Death Sentence,Fox,9534258,2007
Matinee,Universal,9532895,1993
Bullet to the Head,WB,9489829,2013
Guilty by Suspicion,WB,9480198,1991
Once,Fox,9439923,2007
Rock Dog,Lionsgate,9420546,2017
Village of the Damned,Universal,9418365,1995
Fun Size,Paramount,9409538,2012
Angie,Disney,9398308,1994
Black Snake Moan,Paramount,9396870,2007
Fierce Creatures,Universal,9381260,1997
Dragonball Evolution,Fox,9362785,2009
We're Back! A Dinosaur's Story,Universal,9317021,1993
Celtic Pride,Disney,9255027,1996
Havana,Universal,9243140,1990
Body Parts,Paramount,9188150,1991
Traffik,Lionsgate,9186156,2018
You Can Count on Me,Paramount,9183362,2000
Tyler Perry Presents Peeples,Lionsgate,9177065,2013
A Mighty Heart,Paramount,9176787,2007
Le Divorce,Fox,9081057,2003
Un Gallo con Muchos Huevos,Lionsgate,9080818,2015
First Daughter,Fox,9055921,2004
Renegades,Universal,9015164,1989
White Sands,WB,9011574,1992
Aliens of the Deep (IMAX),Disney,8968684,2005
"Mystery, Alaska",Disney,8891623,1999
Battle of the Year,Screen Gems,8888355,2013
The Inkwell,Disney,8880705,1994
White Fang II: Myth of the White Wolf,Disney,8878839,1994
Queen of Katwe,Disney,8874389,2016
Apt Pupil,Sony,8863193,1998
Nightbreed,Fox,8862354,1990
The Deep End,Fox,8823109,2001
Can You Ever Forgive Me?,Fox,8803865,2018
Before and After,Disney,8797839,1996
The Seeker: The Dark Is Rising,Fox,8794452,2007
The Five Heartbeats,Fox,8750400,1991
Whatever It Takes,Sony,8745680,2000
Street Fighter: The Legend of Chun-Li,Fox,8742261,2009
Suspect Zero,Paramount,8725813,2004
John Carpenter's Ghosts of Mars,Screen Gems,8709640,2001
Clean and Sober,WB,8674093,1988
My Life in Ruins,Fox,8665206,2009
The Puppet Masters,Disney,8647042,1994
U2: Rattle and Hum,Paramount,8600823,1988
The Rich Man's Wife,Disney,8543587,1996
MacGruber,Universal,8525600,2010
The Quiet Ones,Lionsgate,8509867,2014
Nothing But Trouble,WB,8479793,1991
Bebe's Kids,Paramount,8442162,1992
Play It to the Bone,Disney,8434146,1999
Pushing Tin,Fox,8408835,1999
Dr. Giggles,Universal,8403433,1992
Sex Drive,Summit,8402485,2008
The Last Temptation of Christ,Universal,8373585,1988
Death to Smoochy,WB,8364691,2002
Turbo: A Power Rangers Movie,Fox,8363899,1997
A Simple Wish,Universal,8345056,1997
Johnny English Reborn,Universal,8305970,2011
The Love Letter,DreamWorks,8302478,1999
Early Man,Lionsgate,8267544,2018
Cry-Baby,Universal,8266343,1990
Satisfaction,Fox,8253123,1988
Christopher Columbus: The Discovery,WB,8251071,1992
Tall Tale,Disney,8247627,1995
Cadillac Records,Sony,8195551,2008
Nick of Time,Paramount,8175346,1995
Firestorm,Fox,8165212,1998
Cheetah,Disney,8153677,1989
Funny About Love,Paramount,8141292,1990
Delta Farce,Lionsgate,8130530,2007
Dead Bang,WB,8125592,1989
Mad Hot Ballroom,Paramount,8117961,2005
Inherent Vice,WB,8110975,2014
A Cure for Wellness,Fox,8106986,2017
Connie and Carla,Universal,8085771,2004
My Giant,Sony,8072007,1998
Punisher: War Zone,Lionsgate,8050977,2008
Aspen Extreme,Disney,8041049,1993
Dead Ringers,Fox,8038508,1988
The Ice Storm,Fox,8038061,1997
The Great White Hype,Fox,8008255,1996
Blackhat,Universal,8005980,2015
The Wild Life (2016),Lionsgate,8005586,2016
Strange Days,Fox,7959291,1995
A Thousand Acres,Disney,7936780,1997
Unstrung Heroes,Disney,7929434,1995
The Chase,Fox,7924955,1994
Bushwhacked,Fox,7919823,1995
Miracle at St. Anna,Disney,7919117,2008
City of Ember,Fox,7873007,2008
Dead Calm,WB,7825009,1989
Slither,Universal,7802450,2006
If Looks Could Kill,WB,7788597,1991
"Enemies, A Love Story",Fox,7754571,1989
Disorganized Crime,Disney,7723506,1989
A New Life,Paramount,7721852,1988
Tupac: Resurrection,Paramount,7718961,2003
Anna (2019),Lionsgate,7710340,2019
Penguins (Disneynature),Disney,7699452,2019
Mortdecai,Lionsgate,7696134,2015
Strictly Business,WB,7683267,1991
The Order,Fox,7660806,2003
Losing Isaiah,Paramount,7603766,1995
Krippendorf's Tribe,Disney,7571115,1998
The Jerky Boys,Disney,7557877,1995
The Curse of the Jade Scorpion,DreamWorks,7517191,2001
The Amazing Panda Adventure,WB,7506759,1995
I Know Who Killed Me,Sony,7498716,2007
Cyrus,Fox,7468936,2010
Stealing Home,WB,7467504,1988
A Good Year,Fox,7459300,2006
The Condemned,Lionsgate,7371706,2007
The Crucible,Fox,7343114,1996
Wild America,WB,7342923,1997
Sarafina!,Disney,7306242,1992
Wild Hearts Can't Be Broken,Disney,7294835,1991
The Forsaken,Screen Gems,7288451,2001
Lorenzo's Oil,Universal,7286388,1993
Phantasm II,Universal,7282851,1988
Big Trouble,Disney,7267307,2002
Searching for Bobby Fischer,Paramount,7266383,1993
Off Limits,Fox,7242035,1988
All the King's Men,Sony,7221458,2006
Mulholland Drive,Universal,7220243,2001
The Big Year,Fox,7204138,2011
American Dreamz,Universal,7191830,2006
1492: Conquest of Paradise,Paramount,7191399,1992
Dear God,Paramount,7138523,1996
Silence (2016),Paramount,7100177,2016
Trapped,Sony,7073251,2002
How She Move,Paramount,7070641,2008
Quills,Fox,7065332,2000
Phat Girlz,Fox,7061128,2006
Pride,Lionsgate,7057600,2007
Turistas,Fox,7027762,2006
Screwed,Universal,7027345,2000
BASEketball,Universal,7027290,1998
Bug,Lionsgate,7025810,2007
Kissing Jessica Stein,Fox,7025722,2002
Running with Scissors,Sony,7022827,2006
Black Nativity,Fox,7018189,2013
Crossover,Sony,7009668,2006
Our Brand Is Crisis (2015),WB,7002261,2015
Fearless,WB,6995302,1993
Trial by Jury,WB,6971777,1994
Sexy Beast,Fox,6946056,2001
Almost an Angel,Paramount,6939946,1990
A Cry in the Dark,WB,6908797,1988
Thunderbirds,Universal,6880917,2004
The Brothers Grimsby,Sony,6874837,2016
Cedar Rapids,Fox,6861102,2011
Never Talk to Strangers,Sony,6858261,1995
200 Cigarettes,Paramount,6852450,1999
Moonlight Mile,Disney,6835856,2002
Mixed Nuts,Sony,6821850,1994
Conviction,Fox,6783129,2010
Me and Earl and the Dying Girl,Fox,6758416,2015
The Young Black Stallion (IMAX),Disney,6751389,2003
The Mambo Kings,WB,6742168,1992
Roger and Me,WB,6706368,1989
The Snowman,Universal,6700035,2017
U-Turn,Sony,6682098,1997
I Dreamed of Africa,Sony,6651522,2000
Spider-Man / Men in Black II,Sony,6632970,2002
Femme Fatale,WB,6630252,2002
The Savages,Fox,6623082,2007
The Hunted (1995),Universal,6609661,1995
Best of the Best II,Fox,6608687,1993
Millions,Fox,6584159,2005
Once Upon a Forest,Fox,6582052,1993
Strange Wilderness,Paramount,6575282,2008
The Road to Wellville,Sony,6562513,1994
Lost and Found (1999),WB,6552255,1999
Switchback,Paramount,6492660,1997
Teacher's Pet,Disney,6491969,2004
The Big Bounce,WB,6489476,2004
Flashback,Paramount,6488114,1990
The Real McCoy,Universal,6484246,1993
Hot to Trot,WB,6436211,1988
The Temp,Paramount,6419876,1993
"Waiting for ""Superman""",Paramount,6417135,2010
The Rocker,Fox,6409528,2008
Cantinflas,Lionsgate,6382924,2014
Post Grad,Fox,6380019,2009
What Planet Are You From?,Sony,6291602,2000
Night in the Life of Jimmy Reardon,Fox,6264058,1988
Dick,Sony,6262878,1999
The Straight Story,Disney,6203044,1999
Night and the City,Fox,6202756,1992
Barton Fink,Fox,6153939,1991
Almost Heroes,WB,6136856,1998
Folks!,Fox,6132924,1992
Chasing Papi,Fox,6130049,2003
Kull the Conqueror,Universal,6112613,1997
The Interview (2014),Sony,6105175,2014
Grandma's Boy,Fox,6090172,2006
Gigli,Sony,6087542,2003
Men Don't Leave,WB,6070725,1990
Shirley Valentine,Paramount,6056912,1989
Gold Diggers: Secret of Bear Mountain,Universal,6029091,1995
Trapped in Paradise,Fox,6017509,1994
The Cemetary Club,Disney,6011745,1993
Hitchcock,Fox,6008677,2012
Chasing Mavericks,Fox,6002756,2012
The Sessions,Fox,6002451,2012
Light it Up,Fox,5985690,1999
The Boxer,Universal,5980578,1997
Basic Instinct 2,Sony,5971336,2006
Last Dance,Disney,5939449,1996
Inventing the Abbotts,Fox,5936344,1997
Casa De Mi Padre,Lionsgate,5909483,2012
Ed Wood,Disney,5887457,1994
Against the Ropes,Paramount,5884190,2004
Palmetto,Sony,5878911,1998
Heaven and Earth,WB,5864949,1993
The Rescue,Disney,5855392,1988
Pulling Strings,Lionsgate,5842961,2013
Batman: Mask of the Phantasm,WB,5795524,1993
Bordello of Blood,Universal,5781045,1996
Millennium,Fox,5777099,1989
Suburbicon,Paramount,5775178,2017
Victor Frankenstein,Fox,5775076,2015
The Tie That Binds,Disney,5772529,1995
The Clearing,Fox,5763875,2004
Lucky You,WB,5758950,2007
Pandas,WB,5757906,2018
Get on the Bus,Sony,5754249,1996
Airheads,Fox,5751882,1994
Beyond Rangoon,Sony,5750110,1995
187,WB,5727130,1997
Kin,Lionsgate,5718096,2018
Screamers,Sony,5711695,1996
Mary Reilly,Sony,5707094,1996
RockNRolla,WB,5700626,2008
Kundun,Disney,5684789,1997
Hear No Evil,Fox,5679569,1993
Never Die Alone,Fox,5645298,2004
Swing Kids,Disney,5632086,1993
Howl's Moving Castle,Disney,5576743,2005
Cesar Chavez,Lionsgate,5571497,2014
Before Sunrise,Sony,5535405,1995
Water,Fox,5529144,2006
Say It Isn't So,Fox,5520393,2001
Heartbreak Hotel,Disney,5509417,1988
Shine a Light,Paramount,5505267,2008
Slums of Beverly Hills,Fox,5502773,1998
Monkeybone,Fox,5411999,2001
Second Sight,WB,5368865,1989
The Truth About Charlie,Universal,5350371,2002
Won't Back Down,Fox,5310554,2012
Slackers,Sony,5285941,2002
The In Crowd,WB,5280035,2000
Black and White,Sony,5277299,2000
Miami Rhapsody,Disney,5221281,1995
Bandslam,Summit,5210988,2009
The Wind Rises,Disney,5209580,2014
Formula 51,Screen Gems,5204007,2002
Clara's Heart,WB,5194491,1988
Jack the Bear,Fox,5145823,1993
Grind,WB,5123696,2003
Gossip,WB,5108820,2000
Solo,Sony,5107669,1996
Sunshine (1999),Paramount,5096267,1999
Ghost in the Machine,Fox,5086909,1993
Miller's Crossing,Fox,5080409,1990
Action Point,Paramount,5059608,2018
Woman on Top,Fox,5020111,2000
Bubble Boy,Disney,5007898,2001
Club Dread,Fox,5001708,2004
Let It Ride,Paramount,4973285,1989
Jakob the Liar,Sony,4956401,1999
The Sun Is Also a Star,WB,4950029,2019
Innocent Blood,WB,4943279,1992
Girl 6,Fox,4939939,1996
The Apparition,WB,4936819,2012
From Justin to Kelly,Fox,4928883,2003
The Virgin Suicides,Paramount,4906229,2000
Hollywood Ending,DreamWorks,4850753,2002
Extreme Ops,Paramount,4842259,2002
See You in the Morning,WB,4795009,1989
Just Visiting,Disney,4781539,2001
Absolutely Fabulous: The Movie,Fox,4772155,2016
The Good Mother,Disney,4764606,1988
In the Cut,Screen Gems,4750602,2003
Duets,Disney,4739023,2000
Stealing Beauty,Fox,4722310,1996
True Story,Fox,4719695,2015
Hamlet (1996),Sony,4708156,1996
True Identity,Disney,4693236,1991
Black Beauty,WB,4630377,1994
Let's Go to Prison,Universal,4630045,2006
Joe's Apartment,WB,4619014,1996
Dutch,Fox,4603929,1991
Thirteen,Fox,4601043,2003
Deception (2008),Fox,4598506,2008
Away from Her,Lionsgate,4571521,2007
Graffiti Bridge,WB,4562778,1990
Mumford,Disney,4555459,1999
Dangerous Beauty,WB,4553271,1998
Miss March,Fox,4543320,2009
Tolkien,Fox,4535154,2019
McHale's Navy,Universal,4529843,1997
Bound by Honor,Disney,4496583,1993
Bob Roberts,Paramount,4479470,1992
Anonymous,Sony,4463292,2011
Flash of Genius,Universal,4442377,2008
Spartan,WB,4434432,2004
Beyond Borders,Paramount,4430101,2003
Ed,Universal,4422380,1996
The Adventures of Pluto Nash,WB,4420080,2002
Johnny English Strikes Again,Universal,4412170,2018
Run,Disney,4409328,1991
Simply Irresistible,Fox,4398989,1999
A Life Less Ordinary,Fox,4366722,1997
Bogus,WB,4357406,1996
Meet the Deedles,Disney,4356216,1998
Blindspotting,Lionsgate,4333394,2018
PCU,Fox,4330020,1994
Goal! The Dream Begins,Disney,4283255,2006
Glitter,Fox,4274407,2001
"Jeff, Who Lives at Home",Paramount,4269426,2012
Lambada,WB,4263112,1990
"Kiss Kiss, Bang Bang",WB,4243756,2005
Gloria,Sony,4197729,1999
ESPN's Ultimate X (IMAX),Disney,4197492,2002
The Water Diviner,WB,4196641,2015
To Gillian on Her 37th Birthday,Sony,4189233,1996
Playing God,Disney,4166918,1997
Witless Protection,Lionsgate,4161625,2008
Mostly Martha,Paramount,4160475,2002
Idle Hands,Sony,4152230,1999
Kissing a Fool,Universal,4106588,1998
This Boy's Life,WB,4104962,1993
Man Trouble,Fox,4096030,1992
Passed Away,Disney,4030793,1992
My Name is Khan,Fox,4018771,2010
Ladron Que Roba A Ladron,Lionsgate,4011254,2007
Short Time,Fox,4010647,1990
P2,Summit,3995018,2007
Young@Heart,Fox,3992189,2008
"Welcome Home, Roxy Carmichael",Paramount,3989297,1990
Peaceful Warrior,Lionsgate,3960414,2006
Morgan,Fox,3915251,2016
The Assassination of Jesse James by the Coward Robert Ford,WB,3909149,2007
Shame,Fox,3909002,2011
A United Kingdom,Fox,3902185,2017
Feds,WB,3838793,1988
Melinda and Melinda,Fox,3826280,2005
Better Luck Tomorrow,Paramount,3802390,2003
Jimmy Hollywood,Paramount,3783003,1994
The Cold Light of Day,Lionsgate,3763583,2012
Anomalisa,Paramount,3759286,2015
Imagine: John Lennon,WB,3753977,1988
Mannequin Two: On the Move,Fox,3752428,1991
Liberty Heights,WB,3736868,1999
Born to Be Wild,WB,3730409,1995
The Gun in Betty Lou's Handbag,Disney,3721911,1992
Midnight Special,WB,3712282,2016
Scouts Guide to the Zombie Apocalypse,Paramount,3703046,2015
Worth Winning,Fox,3690328,1989
Sunshine,Fox,3675753,2007
Bad Company (1995),Disney,3674841,1995
Cabin Boy,Disney,3662459,1994
Rules Don't Apply,Fox,3652206,2016
A La Mala,Lionsgate,3629842,2015
Stay,Fox,3626883,2005
Spare Parts,Lionsgate,3618912,2015
Table 19,Fox,3614896,2017
The Pest,Sony,3600616,1997
Calvary,Fox,3600006,2014
We Are Your Friends,WB,3591417,2015
Major League: Back to the Minors,WB,3572443,1998
Cats Don't Dance,WB,3566637,1997
Fat Man and Little Boy,Paramount,3563162,1989
Madame Sousatzka,Universal,3548238,1988
Shout,Universal,3547684,1991
In Country,WB,3531971,1989
The Brothers Bloom,Summit,3531756,2009
Til There Was You,Paramount,3525125,1997
The Good Thief,Fox,3517797,2003
An Inconvenient Sequel: Truth to Power,Paramount,3496795,2017
Talk Radio,Universal,3468572,1988
Free Willy 3: The Rescue,WB,3446539,1997
A Simple Twist of Fate,Disney,3430583,1994
Father Hood,Disney,3418141,1993
Everybody Wants Some!!,Paramount,3400278,2016
Like Crazy,Paramount,3395391,2011
Squanto: A Warrior's Tale,Disney,3342223,1994
My Boyfriend's Back,Disney,3335984,1993
A Smile Like Yours,Paramount,3330352,1997
Carpool,WB,3325651,1996
Veronica Mars,WB,3322127,2014
Pootie Tang,Paramount,3313583,2001
Stand Up Guys,Lionsgate,3310031,2013
Things We Lost in the Fire,Paramount,3287315,2007
Only the Strong,Fox,3283371,1993
The Fifth Estate,Disney,3255008,2013
Splitting Heirs,Universal,3246063,1993
The Mermaid (Mei ren yu),Sony,3232685,2016
Anything Else,DreamWorks,3212310,2003
Silent Fall,WB,3180674,1994
Mr. Wonderful,WB,3125424,1993
Jawbreaker,Sony,3117085,1999
Illegal Tender,Universal,3106835,2007
K2,Paramount,3106559,1992
Blame It On the Bellboy,Disney,3104545,1992
Supercross,Fox,3102550,2005
The Guru,Universal,3095506,2003
The Public Eye,Universal,3067917,1992
Sunshine State,Sony,3065921,2002
Ladrones,Lionsgate,3063505,2015
From Prada to Nada,Lionsgate,3033623,2011
The Other Side of the Door,Fox,3000342,2016
Martha Marcy May Marlene,Fox,2990625,2011
Isn't She Great,Universal,2962465,2000
Choke,Fox,2926565,2008
Clifford's Really Big Movie,WB,2922354,2004
This Is My Life,Fox,2922094,1992
Cradle Will Rock,Disney,2903404,1999
Waking Life,Fox,2901447,2001
Filly Brown,Lionsgate,2850357,2013
Airborne,WB,2850263,1993
Othello,Sony,2844379,1995
Running on Empty,WB,2835116,1988
The Power of One,WB,2827107,1992
Newsies,Disney,2819485,1992
The Hudsucker Proxy,WB,2816518,1994
La Mujer de Mi Hermano,Lionsgate,2808241,2006
Gleaming the Cube,Fox,2777280,1989
The Pyramid,Fox,2756333,2014
The Good Lie,WB,2722209,2014
My Cousin Rachel,Fox,2716368,2017
The History Boys,Fox,2706659,2006
Youth,Fox,2703296,2015
The Scout,Fox,2694234,1994
Magic in the Water,Sony,2680717,1995
He Named Me Malala,Fox,2668936,2015
Kids in the Hall: Brain Candy,Paramount,2654308,1996
Naked Lunch,Fox,2641357,1991
Girl in Progress,Lionsgate,2609412,2012
Captive (2015),Paramount,2583301,2015
The Cure,Universal,2568425,1995
The Dish,WB,2552992,2001
Impulse (1990),WB,2544504,1990
Man on the Train,Paramount,2542020,2003
Ruby Sparks,Fox,2540106,2012
The Dreamers,Fox,2532228,2004
Bucky Larson: Born to Be a Star,Sony,2529395,2011
Mistress America,Fox,2500431,2015
Jefferson in Paris,Disney,2473668,1995
Never Let Me Go,Fox,2434652,2010
If Lucy Fell,Sony,2420162,1996
Sidewalks of New York,Paramount,2402652,2001
Twilight/New Moon Combo (one-night-only),Summit,2385237,2010
The Dancer Upstairs,Fox,2377348,2003
Smilla's Sense of Snow,Fox,2372903,1997
Downtown,Fox,2346150,1990
Trance,Fox,2328743,2013
"White Hunter, Black Heart",WB,2319124,1990
Shadow Conspiracy,Disney,2312463,1997
The East,Fox,2301839,2013
Noises Off,Disney,2280148,1992
Adam,Fox,2277396,2009
Showdown in Little Tokyo,WB,2275557,1991
Rabbit Hole,Lionsgate,2229058,2010
Perfume - The Story of a Murderer,Paramount,2223293,2006
The Impostors,Fox,2198044,1998
Jem and the Holograms,Universal,2184640,2015
Bird,WB,2181286,1988
Tarzan and the Lost City,WB,2172941,1998
A Dog of Flanders,WB,2165637,1999
Limbo,Sony,2160710,1999
29th Street,Fox,2120564,1991
The Nutcracker,WB,2119994,1993
Intimate Strangers,Paramount,2110589,2004
The Daytrippers,Sony,2099677,1997
Zero Effect,Sony,2087471,1998
Oliver Twist,Sony,2080321,2005
The Sheltering Sky,WB,2075084,1990
Ravenous,Fox,2062405,1999
Two Girls and a Guy,Fox,2057193,1998
Big Bully,WB,2042530,1996
Mom and Dad Save the World,WB,2034470,1992
A Bigger Splash,Fox,2024099,2016
Surviving Picasso,WB,2021348,1996
Titus,Fox,2007290,1999
Paradise Road,Fox,2007100,1997
Crazy in Alabama,Sony,2005840,1999
The Front Runner,Sony,2000105,2018
The Butcher Boy,WB,1995911,1998
Detective Chinatown 2,WB,1983984,2018
Demolition,Fox,1978592,2016
Akira Kurosawa's Dreams,WB,1963207,1990
Margot at the Wedding,Paramount,1959420,2007
Race the Sun,Sony,1945552,1996
Goodbye Lover,WB,1940299,1999
Masterminds,Sony,1935539,1997
Kiss Me Guido,Paramount,1918497,1997
Neil Young: Heart of Gold,Paramount,1904606,2006
A Sound of Thunder,WB,1900451,2005
Oscar and Lucinda,Fox,1897404,1998
Game of Thrones (IMAX),WB,1896092,2015
Permanent Record,Paramount,1893139,1988
Legend,Universal,1872994,2015
Harrison's Flowers,Universal,1871025,2002
Cookie,WB,1869417,1989
Washington Square,Disney,1851761,1997
Bossa Nova,Sony,1823297,2000
Son of Rambow,Paramount,1785505,2008
The Vatican Tapes,Lionsgate,1784763,2015
The Nutcracker Prince,WB,1781694,1990
I Like it Like That,Sony,1760527,1994
A Better Life,Summit,1759252,2011
Flipped,WB,1755212,2010
Goodbye Christopher Robin,Fox,1735251,2017
Stoker,Fox,1714221,2013
Steel,WB,1710972,1997
The Girl on the Bridge,Paramount,1708839,2000
Pad Man,Sony,1670192,2018
Out on a Limb,Universal,1659542,1992
Marci X,Paramount,1648818,2003
Battle for Terra,Lionsgate,1647083,2009
How I Got Into College,Fox,1642239,1989
Gun Shy,Disney,1638202,2000
The Aftermath,Fox,1618497,2019
Chasers,WB,1596687,1994
Veronica Guerin,Disney,1571504,2003
Girlfight,Screen Gems,1565852,2000
Beautiful Thing,Sony,1548120,1996
In God's Hands,Sony,1546414,1998
Year of the Dog,Paramount,1540141,2007
Trust the Man,Fox,1530535,2006
Being Human,WB,1519366,1994
Leaving Normal,Universal,1514114,1992
The Kid (2019),Lionsgate,1508593,2019
Night Watch (Nochnoi Dozor),Fox,1502188,2006
M. Butterfly,WB,1498795,1993
The Art of Getting By,Fox,1430241,2011
Northfork,Paramount,1420578,2003
Looking for Richard,Fox,1408575,1996
Saving Private Perez,Lionsgate,1400726,2011
X Games 3D The Movie,Disney,1391434,2009
South Central,WB,1373196,1992
The Devil's Double,Lionsgate,1361512,2011
Snow Flower and the Secret Fan,Fox,1348205,2011
At Play in the Fields of the Lord,Universal,1345903,1991
102 Not Out,Sony,1343797,2018
"No Eres Tu, Soy Yo",Lionsgate,1339911,2011
Another Earth,Fox,1321194,2011
Radioland Murders,Universal,1316865,1994
The Good German,WB,1308696,2006
Cousin Bette,Fox,1295194,1998
Slow Burn,Lionsgate,1237615,2007
