,yr,mo,dy,date,time,st,mag,inj,fat,slat,slon,elat,elon,len,wid,ns,sn,sg
52727,2009,6,10,2009-06-10,17:00:00,OK,0,0,0,35.249,-95.38,35.249,-95.38,0.1,30,1,1,1
52728,2009,6,10,2009-06-10,17:11:00,OK,0,0,0,35.12,-95.23,35.12,-95.23,0.4,50,1,1,1
52729,2009,6,10,2009-06-10,17:40:00,TX,0,0,0,33.0,-97.23,32.9995,-97.1897,2.34,50,1,1,1
52730,2009,6,10,2009-06-10,17:50:00,TX,0,0,0,33.0472,-97.1288,33.0472,-97.1288,0.1,50,1,1,1
52731,2009,6,10,2009-06-10,17:53:00,TX,1,0,0,33.044,-97.0308,33.0433,-97.0272,0.21,50,1,1,1
52732,2009,6,10,2009-06-10,18:05:00,TX,0,0,0,33.0554,-96.9035,33.0569,-96.8931,0.62,50,1,1,1
52734,2009,6,10,2009-06-10,19:28:00,KS,0,0,0,37.36,-100.94,37.3603,-100.935,0.26,50,1,1,1
52735,2009,6,10,2009-06-10,20:22:00,TX,0,0,0,33.6347,-95.2772,33.6586,-95.2449,2.49,100,1,1,1
52736,2009,6,10,2009-06-10,20:25:00,TX,0,0,0,33.3597,-95.0939,33.3462,-95.0526,2.56,100,1,1,1
52737,2009,6,10,2009-06-10,21:15:00,TX,0,0,0,32.9609,-94.4638,32.9606,-94.4552,0.5,75,1,1,1
52738,2009,6,11,2009-06-11,16:02:00,KY,0,0,0,37.8891,-87.3182,37.8769,-87.2658,2.98,150,2,0,1
52739,2009,6,11,2009-06-11,16:36:00,KY,0,0,0,37.82,-87.01,37.8217,-87.0067,0.22,30,1,1,1
52740,2009,6,11,2009-06-11,17:00:00,KY,1,0,0,37.111,-86.3236,36.9939,-86.0304,17.24,150,1,1,1
52741,2009,6,11,2009-06-11,18:01:00,KY,1,0,0,36.8404,-85.7016,36.8319,-85.6796,1.37,150,1,1,1
52744,2009,6,12,2009-06-12,13:10:00,AR,1,0,0,35.27,-92.719,35.253,-92.681,2.44,500,1,1,1
52745,2009,6,12,2009-06-12,15:58:00,MS,2,1,0,34.9518,-89.8428,34.956,-89.7922,2.88,75,1,1,1
52746,2009,6,12,2009-06-12,16:00:00,TN,1,0,0,35.1903,-89.8703,35.1907,-89.8685,0.1,30,1,1,1
52747,2009,6,12,2009-06-12,16:29:00,TX,1,0,0,33.1629,-98.2205,33.1542,-98.1936,1.67,100,1,1,1
52748,2009,6,12,2009-06-12,16:50:00,TX,1,0,0,33.0621,-98.1457,33.0352,-98.0983,3.31,50,1,1,1
52749,2009,6,12,2009-06-12,17:10:00,TX,1,0,0,31.2833,-98.8994,31.2791,-98.89,0.63,250,1,1,1
52750,2009,6,12,2009-06-12,17:58:00,TX,0,0,0,32.8223,-98.0085,32.8023,-97.9956,1.57,30,1,1,1
52751,2009,6,12,2009-06-12,18:15:00,TX,1,0,0,32.6807,-97.9043,32.6374,-97.8862,3.17,50,1,1,1
52752,2009,6,12,2009-06-12,18:50:00,TX,0,0,0,30.912,-98.9863,30.9019,-98.9858,0.69,200,1,1,1
52753,2009,6,12,2009-06-12,19:40:00,TX,0,0,0,30.7823,-99.0733,30.7748,-99.0705,0.54,250,1,1,1
52754,2009,6,12,2009-06-12,20:38:00,TX,1,0,0,30.6731,-99.1253,30.6645,-99.1133,0.93,200,1,1,1
52755,2009,6,12,2009-06-12,21:23:00,OK,1,0,0,35.213,-97.4,35.206,-97.366,2.2,200,1,1,1
52756,2009,6,13,2009-06-13,17:25:00,TX,1,0,0,33.1862,-100.23,33.1384,-100.187,4.0,200,1,1,1
52757,2009,6,13,2009-06-13,17:30:00,TX,2,0,0,33.2,-99.95,33.17,-99.9,3.56,440,1,1,1
52758,2009,6,13,2009-06-13,17:32:00,TX,0,0,0,34.4291,-101.35,34.4291,-101.35,0.01,50,1,1,1
52759,2009,6,13,2009-06-13,17:51:00,TX,0,0,0,34.4137,-101.232,34.4137,-101.218,0.75,75,1,1,1
52761,2009,6,13,2009-06-13,18:08:00,TX,1,0,0,33.0379,-99.9042,33.0349,-99.8992,0.36,150,1,1,1
52764,2009,6,13,2009-06-13,18:54:00,TX,0,0,0,32.94,-99.75,32.9401,-99.75,0.02,10,1,1,1
52765,2009,6,14,2009-06-14,09:25:00,AL,1,0,0,34.5162,-87.3166,34.5111,-87.3047,0.76,150,1,1,1
52768,2009,6,14,2009-06-14,16:23:00,KS,0,0,0,37.543,-101.018,37.545,-100.958,3.29,125,1,1,1
52769,2009,6,14,2009-06-14,16:45:00,KY,1,0,0,37.9602,-83.013,37.9694,-82.9907,1.5,75,1,1,1
52770,2009,6,14,2009-06-14,16:47:00,KS,1,0,0,37.533,-100.74,37.554,-100.683,3.7,150,1,1,1
52771,2009,6,14,2009-06-14,16:50:00,KS,1,0,0,37.517,-100.735,37.515,-100.724,0.62,75,1,1,1
52772,2009,6,14,2009-06-14,19:03:00,KS,1,0,0,37.381,-99.2323,37.376,-99.169,3.7,100,1,1,1
52773,2009,6,15,2009-06-15,00:49:00,KS,0,0,0,37.0523,-96.8596,37.0529,-96.8103,2.72,100,1,1,1
52777,2009,6,15,2009-06-15,15:26:00,KS,0,0,0,37.8267,-99.9838,37.8272,-99.972,0.64,75,1,1,1
52779,2009,6,15,2009-06-15,16:25:00,KS,0,0,0,37.889,-99.488,37.8637,-99.4521,2.62,100,1,1,1
52780,2009,6,15,2009-06-15,16:26:00,KS,1,0,0,37.6968,-99.9677,37.6958,-99.9592,0.47,100,1,1,1
52781,2009,6,15,2009-06-15,16:27:00,KS,1,0,0,37.6964,-99.9882,37.6878,-99.9592,1.69,250,1,1,1
52782,2009,6,15,2009-06-15,16:37:00,KS,0,0,0,37.8834,-99.3916,37.8647,-99.3249,3.86,100,1,1,1
52783,2009,6,15,2009-06-15,16:40:00,KS,1,0,0,37.8359,-99.3733,37.8025,-99.3458,2.75,125,1,1,1
52784,2009,6,15,2009-06-15,16:56:00,KS,1,0,0,37.8844,-99.1486,37.8867,-99.0927,3.4,350,1,1,1
52785,2009,6,15,2009-06-15,17:03:00,KS,2,0,0,37.9023,-99.0685,37.9027,-98.8849,11.6,1400,1,1,1
52786,2009,6,15,2009-06-15,17:23:00,TX,0,0,0,36.18,-100.66,36.18,-100.66,0.25,50,1,1,1
52787,2009,6,15,2009-06-15,17:45:00,KS,0,0,0,37.7838,-96.9107,37.7913,-96.9032,0.66,75,1,1,1
52788,2009,6,15,2009-06-15,17:47:00,KS,0,0,0,37.7972,-96.8956,37.8017,-96.8828,0.77,75,1,1,1
52789,2009,6,15,2009-06-15,17:50:00,KS,0,0,0,37.77,-96.8,37.7805,-96.7906,0.89,65,1,1,1
52790,2009,6,15,2009-06-15,17:55:00,KS,0,0,0,37.78,-96.71,37.7887,-96.6999,0.81,50,1,1,1
52791,2009,6,15,2009-06-15,17:58:00,KS,0,0,0,37.79,-96.78,37.7952,-96.7729,0.53,50,1,1,1
52792,2009,6,15,2009-06-15,18:01:00,KS,0,0,0,37.8,-96.77,37.8089,-96.7599,0.83,65,1,1,1
52793,2009,6,15,2009-06-15,18:04:00,KS,0,0,0,37.79,-96.65,37.7975,-96.6459,0.56,55,1,1,1
52794,2009,6,15,2009-06-15,18:08:00,KS,0,0,0,37.8,-96.64,37.8084,-96.6337,0.68,50,1,1,1
52795,2009,6,15,2009-06-15,18:17:00,KS,0,0,0,38.08,-98.3,38.08,-98.2928,0.39,50,1,1,1
52796,2009,6,15,2009-06-15,18:20:00,KS,0,0,0,38.28,-96.85,38.2911,-96.8308,1.29,75,1,1,1
52797,2009,6,15,2009-06-15,18:37:00,KS,1,0,0,37.973,-98.818,37.9917,-98.797,2.0,125,1,1,1
52800,2009,6,15,2009-06-15,19:40:00,KS,0,0,0,38.02,-96.13,38.0284,-96.1214,0.74,55,1,1,1
52806,2009,6,16,2009-06-16,11:28:00,KY,1,0,0,37.0438,-88.204,37.0441,-88.1978,0.34,90,1,1,1
52824,2009,6,16,2009-06-16,19:25:00,KY,1,0,0,38.5627,-83.5904,38.5629,-83.5867,0.2,50,1,1,1
52826,2009,6,16,2009-06-16,20:25:00,KS,0,0,0,37.19,-97.13,37.1918,-97.1161,0.78,55,1,1,1
52828,2009,6,17,2009-06-17,13:20:00,KS,1,0,0,39.97,-96.88,39.9127,-96.6385,8.85,25,1,1,1
52829,2009,6,17,2009-06-17,13:55:00,KS,0,0,0,39.93,-96.42,39.9308,-96.4171,0.17,25,1,1,1
52836,2009,6,17,2009-06-17,18:25:00,KY,0,0,0,36.7284,-87.1841,36.7265,-87.1817,0.19,30,1,1,1
52861,2009,6,20,2009-06-20,16:44:00,KS,0,0,0,37.692,-99.513,37.706,-99.507,1.02,50,1,1,1
52862,2009,6,20,2009-06-20,17:10:00,KS,0,0,0,38.39,-95.64,38.3982,-95.6168,1.38,25,1,1,1
52863,2009,6,20,2009-06-20,17:17:00,KS,1,0,0,38.007,-99.108,38.071,-99.063,5.05,100,1,1,1
52864,2009,6,20,2009-06-20,18:11:00,KS,0,0,0,38.48,-95.29,38.4808,-95.2839,0.33,25,1,1,1
52865,2009,6,20,2009-06-20,18:22:00,KS,0,0,0,38.632,-100.435,38.684,-100.395,4.19,50,1,1,1
52866,2009,6,20,2009-06-20,18:44:00,KS,0,2,0,38.3611,-98.7964,38.377,-98.7898,1.16,50,1,1,1
52867,2009,6,20,2009-06-20,18:55:00,KS,1,0,0,38.3644,-97.8454,38.3671,-97.8298,0.87,75,1,1,1
52868,2009,6,20,2009-06-20,19:05:00,KS,0,0,0,38.3585,-97.7809,38.3947,-97.711,4.54,100,1,1,1
52869,2009,6,20,2009-06-20,19:45:00,KS,0,0,0,38.4905,-97.3578,38.4977,-97.3446,0.88,75,1,1,1
52870,2009,6,20,2009-06-20,20:10:00,KS,0,0,0,38.93,-98.0,38.9432,-97.9867,1.16,55,1,1,1
52871,2009,6,20,2009-06-20,20:12:00,KS,0,0,0,39.0379,-97.9454,39.0426,-97.942,0.37,50,1,1,1
52873,2009,6,21,2009-06-21,15:48:00,IA,0,0,0,42.3813,-93.7541,42.388,-93.7292,1.35,30,1,1,1
52874,2009,6,21,2009-06-21,16:29:00,IA,0,0,0,43.265,-96.195,43.26,-96.19,0.43,50,1,1,1
52875,2009,6,21,2009-06-21,16:36:00,IA,0,0,0,42.4781,-93.5295,42.4805,-93.5197,0.53,30,1,1,1
52876,2009,6,21,2009-06-21,17:15:00,IA,0,0,0,42.4751,-93.1863,42.4783,-93.1744,0.65,30,1,1,1
52877,2009,6,21,2009-06-21,17:39:00,IA,0,0,0,42.4878,-93.0911,42.4896,-93.0831,0.42,30,1,1,1
52878,2009,6,21,2009-06-21,17:51:00,IA,0,0,0,42.4459,-92.9823,42.4463,-92.975,0.37,30,1,1,1
52879,2009,6,21,2009-06-21,17:59:00,IA,0,0,0,42.4235,-93.0491,42.427,-93.0389,0.57,30,1,1,1
52880,2009,6,21,2009-06-21,18:20:00,IA,1,0,0,42.465,-92.6512,42.4931,-92.6271,2.3,90,1,1,1
52881,2009,6,21,2009-06-21,18:25:00,IA,1,0,0,42.4085,-92.8743,42.4077,-92.8336,2.08,70,1,1,1
52930,2009,6,28,2009-06-28,15:50:00,AL,0,0,0,34.22,-86.272,34.222,-86.249,1.32,50,1,1,1
52935,2009,7,3,2009-07-03,19:42:00,KS,0,0,0,38.89,-97.45,38.8926,-97.4444,0.35,50,1,1,1
52936,2009,7,4,2009-07-04,17:29:00,KY,0,0,0,36.7307,-88.2317,36.72,-88.22,0.98,50,1,1,1
52937,2009,7,4,2009-07-04,17:39:00,KY,0,0,0,36.7391,-88.0711,36.7442,-88.0647,0.5,50,1,1,1
52938,2009,7,4,2009-07-04,18:13:00,KY,1,0,0,36.7172,-87.554,36.7121,-87.5477,0.5,110,1,1,1
52972,2009,7,14,2009-07-14,17:52:00,KS,0,0,0,37.58,-99.97,37.575,-99.965,0.4,30,1,1,1
52983,2009,7,20,2009-07-20,18:03:00,KS,0,0,0,39.7571,-101.881,39.7571,-101.881,0.25,10,1,1,1
52984,2009,7,20,2009-07-20,18:09:00,KS,0,0,0,37.45,-98.04,37.4416,-98.0245,2.03,75,1,1,1
52985,2009,7,20,2009-07-20,18:25:00,KS,0,0,0,39.54,-101.71,39.5157,-101.701,1.5,10,1,1,1
52986,2009,7,20,2009-07-20,18:34:00,KS,0,0,0,39.38,-101.71,39.38,-101.71,0.25,10,1,1,1
52987,2009,7,20,2009-07-20,18:45:00,KS,0,0,0,38.51,-98.93,38.5094,-98.9263,0.2,50,1,1,1
52988,2009,7,20,2009-07-20,19:21:00,KS,0,0,0,38.87,-101.42,38.87,-101.42,0.25,10,1,1,1
52989,2009,7,20,2009-07-20,21:02:00,KS,0,0,0,37.78,-96.64,37.7743,-96.6272,0.81,150,1,1,1
52991,2009,7,21,2009-07-21,12:42:00,AR,0,0,0,33.9653,-93.7848,33.959,-93.7639,1.28,125,1,1,1
52992,2009,7,21,2009-07-21,15:09:00,TX,0,0,0,33.3561,-101.982,33.3594,-101.986,0.4,50,1,1,1
52993,2009,7,21,2009-07-21,15:12:00,AR,0,0,0,35.0102,-92.3996,35.0005,-92.388,0.94,25,1,1,1
52994,2009,7,21,2009-07-21,15:34:00,AR,0,0,0,35.1044,-92.1652,35.0975,-92.1461,1.18,250,1,1,1
52995,2009,7,21,2009-07-21,19:20:00,AR,0,0,0,34.1932,-92.144,34.1874,-92.1162,1.64,200,1,1,1
53015,2009,7,28,2009-07-28,08:28:00,TX,1,0,0,32.4218,-94.1923,32.4223,-94.1857,0.39,75,1,1,1
53016,2009,7,28,2009-07-28,12:20:00,KS,0,0,0,39.6877,-96.1561,39.6881,-96.1555,0.04,25,1,1,1
53017,2009,7,28,2009-07-28,14:43:00,MS,0,0,0,33.4703,-88.7369,33.4728,-88.7335,0.26,20,1,1,1
53018,2009,7,28,2009-07-28,16:32:00,TN,1,0,0,35.6931,-85.6349,35.6956,-85.6242,0.62,100,1,1,1
53019,2009,7,28,2009-07-28,18:55:00,AL,0,0,0,34.951,-86.996,34.953,-86.994,0.18,30,1,1,1
53029,2009,7,30,2009-07-30,13:42:00,AR,1,0,0,33.8775,-92.6651,33.8957,-92.6316,2.3,250,1,1,1
53030,2009,7,30,2009-07-30,14:23:00,AR,2,0,0,34.0628,-91.2735,34.2941,-90.7701,33.37,600,2,0,1
53031,2009,7,30,2009-07-30,14:48:00,AR,0,0,0,35.4748,-90.7807,35.5233,-90.7266,4.53,150,1,1,1
53032,2009,7,30,2009-07-30,15:11:00,AR,0,0,0,34.0717,-91.5803,34.0816,-91.5492,1.91,150,1,1,1
53034,2009,7,30,2009-07-30,15:49:00,TN,1,0,0,35.1864,-89.8086,35.1958,-89.7758,1.96,250,1,1,1
53035,2009,7,30,2009-07-30,16:00:00,MS,2,0,0,34.9131,-89.8301,34.9499,-89.7376,5.82,440,1,1,1
53036,2009,7,30,2009-07-30,16:01:00,TN,0,0,0,35.6394,-89.5335,35.6396,-89.5309,0.14,50,1,1,1
53037,2009,7,30,2009-07-30,18:40:00,TN,1,0,0,35.6113,-88.5007,35.6471,-88.4514,3.71,100,1,1,1
53038,2009,7,30,2009-07-30,18:52:00,TN,0,0,0,35.7811,-88.3577,35.782,-88.3562,0.1,30,1,1,1
53039,2009,7,30,2009-07-30,22:00:00,TN,1,0,0,36.5263,-86.3043,36.5713,-86.3038,3.0,100,1,1,1
53040,2009,7,30,2009-07-30,22:35:00,KY,1,0,0,36.8701,-86.18,36.8904,-86.18,1.4,200,1,1,1
53048,2009,7,31,2009-07-31,19:42:00,KS,0,0,0,38.78,-100.45,38.78,-100.45,0.25,10,1,1,1
53049,2009,7,31,2009-07-31,19:44:00,KS,0,0,0,38.75,-100.41,38.75,-100.41,0.25,10,1,1,1
53050,2009,7,31,2009-07-31,20:25:00,KS,0,0,0,38.652,-100.277,38.647,-100.266,0.69,40,1,1,1
53051,2009,7,31,2009-07-31,20:32:00,KS,0,0,0,38.63,-100.24,38.629,-100.233,0.38,100,1,1,1
53053,2009,8,2,2009-08-02,19:40:00,KS,0,0,0,37.4113,-100.959,37.3983,-100.951,1.0,40,1,1,1
53054,2009,8,2,2009-08-02,19:50:00,KS,1,0,0,37.3981,-100.978,37.3515,-100.954,3.5,75,1,1,1
53056,2009,8,4,2009-08-04,17:55:00,KY,0,1,0,36.899,-87.4826,36.8923,-87.4659,1.03,40,1,1,1
53071,2009,8,18,2009-08-18,12:57:00,TX,1,10,0,30.1199,-94.1726,30.1255,-94.1582,0.94,100,1,1,1
53083,2009,8,19,2009-08-19,14:09:00,IA,0,0,0,42.9338,-92.1505,42.9471,-92.1395,1.08,40,1,1,1
53087,2009,8,19,2009-08-19,14:50:00,IA,0,0,0,42.936,-91.8792,42.9801,-91.8439,3.53,40,1,1,1
53088,2009,8,19,2009-08-19,14:50:00,IA,0,0,0,43.3502,-92.406,43.3502,-92.406,0.1,20,1,1,1
53091,2009,8,19,2009-08-19,15:00:00,IA,0,0,0,43.1953,-91.8601,43.2487,-91.7849,5.29,25,1,1,1
53095,2009,8,19,2009-08-19,15:30:00,IA,1,0,0,42.6146,-91.819,42.6345,-91.7852,2.2,100,1,1,1
53097,2009,8,19,2009-08-19,16:20:00,IA,0,0,0,42.0241,-91.3585,42.0241,-91.3575,0.05,50,1,1,1
53108,2009,8,26,2009-08-26,16:49:00,TX,0,0,0,33.5958,-101.893,33.5955,-101.895,0.15,75,1,1,1
53109,2009,8,26,2009-08-26,17:10:00,OK,0,0,0,35.7898,-98.159,35.7898,-98.159,0.5,40,1,1,1
53111,2009,8,30,2009-08-30,14:58:00,TX,0,0,0,27.9832,-97.1492,27.9328,-97.1507,3.48,25,1,1,1
53112,2009,8,30,2009-08-30,20:50:00,TX,1,3,0,29.2855,-94.7944,29.287,-94.7975,0.33,50,1,1,1
53116,2009,9,7,2009-09-07,17:58:00,TN,0,0,0,35.6936,-85.8366,35.6771,-85.8063,2.04,50,1,1,1
53117,2009,9,16,2009-09-16,09:58:00,AL,0,0,0,32.8737,-86.6605,32.8822,-86.6552,0.66,30,1,1,1
53119,2009,9,22,2009-09-22,15:30:00,TX,0,0,0,26.46,-97.62,26.46,-97.62,0.01,10,1,1,1
53122,2009,10,3,2009-10-03,14:12:00,TX,0,0,0,29.0587,-96.6232,29.0585,-96.6216,0.1,50,1,1,1
53123,2009,10,7,2009-10-07,00:30:00,AL,0,0,0,34.4314,-87.3701,34.4309,-87.3571,0.75,25,1,1,1
53126,2009,10,9,2009-10-09,10:43:00,MS,0,0,0,33.6449,-91.0168,33.6679,-90.986,2.38,75,1,1,1
53127,2009,10,9,2009-10-09,10:45:00,MS,1,2,1,33.246,-91.0431,33.27,-91.0245,1.98,100,1,1,1
53128,2009,10,9,2009-10-09,11:20:00,KY,2,0,0,36.7145,-85.8867,36.7966,-85.6199,15.82,880,1,1,1
53129,2009,10,9,2009-10-09,12:20:00,KY,0,0,0,37.7052,-86.2417,37.7025,-86.2333,0.5,100,1,1,1
53130,2009,10,9,2009-10-09,12:36:00,KY,2,0,0,37.2402,-85.0503,37.2535,-85.0336,1.3,220,1,1,1
53131,2009,10,9,2009-10-09,13:12:00,TN,1,1,0,36.3725,-86.7983,36.375,-86.7657,1.82,100,1,1,1
53132,2009,10,9,2009-10-09,13:43:00,KY,1,0,0,37.6,-84.03,37.6192,-83.9726,3.75,200,1,1,1
53133,2009,10,9,2009-10-09,14:57:00,TN,1,0,0,35.1397,-86.5762,35.1446,-86.5199,3.2,200,1,1,1
53134,2009,10,9,2009-10-09,16:48:00,TN,0,0,0,35.08,-85.5593,35.08,-85.5593,2.0,30,1,1,1
53135,2009,10,9,2009-10-09,16:55:00,TN,0,0,0,35.0412,-85.5157,35.0412,-85.5157,0.1,20,1,1,1
53136,2009,10,9,2009-10-09,17:15:00,TN,0,0,0,35.6213,-84.57,35.6213,-84.57,0.5,20,1,1,1
53137,2009,10,9,2009-10-09,18:25:00,TN,0,0,0,35.43,-84.4445,35.43,-84.4445,0.2,30,1,1,1
53152,2009,10,29,2009-10-29,10:17:00,OK,0,0,0,35.3245,-96.1464,35.3245,-96.1464,0.5,150,1,1,1
53156,2009,10,29,2009-10-29,12:55:00,AR,0,0,0,33.0833,-92.5459,33.116,-92.5022,3.39,50,1,1,1
53157,2009,10,29,2009-10-29,13:14:00,OK,1,0,0,34.5109,-95.5003,34.5109,-95.5003,0.5,75,1,1,1
53158,2009,10,29,2009-10-29,13:27:00,TX,0,0,0,32.3778,-94.2514,32.3935,-94.2318,1.58,75,1,1,1
53159,2009,10,29,2009-10-29,14:07:00,AR,1,0,0,33.2872,-92.8425,33.6531,-92.7008,25.52,1050,1,1,1
53160,2009,10,29,2009-10-29,14:13:00,AR,1,0,0,33.3485,-92.781,33.3579,-92.7575,1.5,75,1,1,1
53163,2009,10,29,2009-10-29,14:45:00,AR,2,0,0,33.6446,-92.6805,33.7802,-92.5885,10.83,1250,1,1,1
53165,2009,10,29,2009-10-29,15:00:00,AR,1,0,0,33.8185,-92.5928,33.8822,-92.5491,5.07,150,1,1,1
53167,2009,10,29,2009-10-29,15:44:00,TX,0,0,0,32.0462,-94.4226,32.0894,-94.378,3.96,100,1,1,1
53168,2009,10,29,2009-10-29,16:04:00,AR,1,0,0,34.3331,-92.2416,34.3548,-92.2333,1.57,200,1,1,1
53169,2009,10,29,2009-10-29,16:26:00,AR,1,0,0,34.9594,-93.9248,35.0531,-93.8389,8.12,350,1,1,1
53170,2009,10,29,2009-10-29,16:34:00,AR,1,0,0,33.2452,-93.2418,33.2657,-93.2393,1.42,100,1,1,1
53171,2009,10,29,2009-10-29,16:39:00,AR,1,1,0,33.2959,-93.2076,33.3119,-93.1911,1.46,150,1,1,1
53173,2009,10,29,2009-10-29,16:59:00,AR,0,0,0,34.6684,-92.0802,34.7093,-92.0615,3.02,35,1,1,1
53175,2009,10,29,2009-10-29,17:27:00,AR,2,0,0,33.66,-92.8705,33.9977,-92.6765,25.86,1250,1,1,1
53177,2009,10,29,2009-10-29,17:33:00,AR,1,0,0,33.2839,-93.1903,33.3591,-93.0953,7.56,100,1,1,1
53179,2009,10,29,2009-10-29,18:02:00,TX,0,0,0,33.3862,-94.2015,33.4399,-94.1764,3.98,75,1,1,1
53181,2009,10,29,2009-10-29,18:45:00,AR,1,0,0,34.2839,-92.526,34.2916,-92.5227,0.57,75,1,1,1
53182,2009,10,29,2009-10-29,19:10:00,AR,0,0,0,33.0588,-93.1746,33.103,-93.1667,3.09,75,1,1,1
53183,2009,10,29,2009-10-29,21:52:00,AR,1,4,0,34.1632,-92.0152,34.192,-91.9868,2.57,400,1,1,1
53184,2009,10,30,2009-10-30,16:24:00,AL,1,0,0,34.1692,-87.6718,34.2036,-87.6457,2.81,200,1,1,1
53187,2009,11,29,2009-11-29,17:57:00,TX,1,0,0,33.4744,-94.4295,33.4776,-94.4245,3.32,75,1,1,1
53195,2009,12,8,2009-12-08,20:35:00,MS,0,0,0,32.81,-89.57,32.85,-89.47,6.54,75,1,1,1
53198,2009,12,14,2009-12-14,16:20:00,AL,0,0,0,31.54,-85.8,31.54,-85.79,0.1,30,1,1,1
53199,2009,12,14,2009-12-14,16:25:00,AL,0,0,0,31.57,-85.77,31.57,-85.77,0.15,50,1,1,1
53205,2009,12,23,2009-12-23,14:35:00,TX,0,0,0,32.01,-95.18,32.01,-95.14,2.28,50,1,1,1
53206,2009,12,23,2009-12-23,15:04:00,TX,0,0,0,32.11,-95.03,32.13,-94.99,2.79,50,1,1,1
53207,2009,12,23,2009-12-23,16:39:00,TX,2,0,0,32.49,-94.69,32.58,-94.63,7.03,200,1,1,1
53208,2009,12,23,2009-12-23,17:51:00,TX,1,0,0,32.89,-94.5,32.89,-94.5,0.12,50,1,1,1
53209,2009,12,23,2009-12-23,19:16:00,TX,0,0,0,31.98,-94.95,31.98,-94.95,0.11,150,1,1,1
53210,2009,12,23,2009-12-23,21:56:00,TX,3,2,0,31.31,-94.72,31.37,-94.69,4.06,300,1,1,1
53211,2009,12,23,2009-12-23,22:10:00,TX,1,0,0,33.04,-94.06,33.1,-94.02,4.79,150,2,0,1
53212,2009,12,23,2009-12-23,22:37:00,TX,1,0,0,31.78,-94.49,31.79,-94.49,0.49,50,1,1,1
53213,2009,12,23,2009-12-23,23:26:00,TX,2,0,0,31.93,-94.38,32.06,-94.3,10.13,200,1,1,1
53214,2009,12,24,2009-12-24,02:10:00,TX,0,0,0,31.26,-93.96,31.24,-93.96,1.28,100,1,1,1
53216,2009,12,24,2009-12-24,03:28:00,TX,0,0,0,31.21,-93.73,31.2,-93.73,0.29,50,1,1,1
53235,2009,12,24,2009-12-24,15:50:00,MS,0,0,0,30.64,-88.81,30.64,-88.81,0.3,20,1,1,1
53240,2010,1,20,2010-01-20,16:26:00,TX,1,0,0,31.5095,-93.9232,31.5146,-93.9111,0.79,150,1,1,1
53241,2010,1,20,2010-01-20,17:18:00,TX,3,0,0,32.4869,-94.1689,32.5506,-93.9127,15.56,1087,2,0,1
53242,2010,1,20,2010-01-20,17:19:00,TX,2,0,0,32.571,-95.8725,32.6481,-95.6284,15.17,100,1,1,1
53244,2010,1,20,2010-01-20,18:01:00,MS,0,0,0,32.4755,-90.2386,32.482,-90.224,0.96,40,1,1,1
53245,2010,1,20,2010-01-20,18:20:00,TX,2,0,0,32.0649,-95.6903,32.0728,-95.6781,0.9,200,1,1,1
53246,2010,1,20,2010-01-20,18:22:00,TX,0,0,0,33.0531,-95.7142,33.0744,-95.6568,5.42,50,1,1,1
53247,2010,1,20,2010-01-20,18:23:00,TX,1,0,0,32.0872,-95.6296,32.1058,-95.5855,3.0,100,1,1,1
53248,2010,1,20,2010-01-20,18:35:00,TX,0,0,0,33.1321,-95.56,33.1496,-95.5496,1.35,50,1,1,1
53250,2010,1,20,2010-01-20,18:58:00,TX,0,0,0,32.1923,-95.3492,32.1983,-95.3249,1.48,75,1,1,1
53251,2010,1,20,2010-01-20,19:09:00,TX,1,0,0,32.24,-95.268,32.2448,-95.2624,0.47,75,1,1,1
53252,2010,1,20,2010-01-20,19:44:00,TX,1,0,0,32.6735,-94.5777,32.6753,-94.5729,0.31,50,1,1,1
53253,2010,1,21,2010-01-21,00:50:00,MS,2,0,0,31.8343,-90.3799,31.8612,-90.3272,3.61,500,1,1,1
53259,2010,1,21,2010-01-21,16:58:00,TN,0,0,0,35.2017,-85.8919,35.23,-85.83,2.46,300,1,1,1
53261,2010,1,21,2010-01-21,17:15:00,AL,2,1,0,34.7,-86.6398,34.76,-86.556,6.6,150,1,1,1
53262,2010,1,21,2010-01-21,17:48:00,TN,0,0,0,35.11,-85.69,35.11,-85.69,0.2,30,1,1,1
53265,2010,1,24,2010-01-24,15:40:00,TN,0,0,0,36.5505,-86.9132,36.6001,-86.8964,3.6,50,1,1,1
53267,2010,3,8,2010-03-08,17:20:00,OK,2,0,0,35.5635,-99.4618,35.6579,-99.3379,9.48,100,1,1,1
53268,2010,3,8,2010-03-08,18:16:00,OK,0,0,0,35.7413,-99.19,35.7413,-99.19,0.1,10,1,1,1
53270,2010,3,10,2010-03-10,16:17:00,AR,0,0,0,33.912,-93.6997,33.9323,-93.6663,2.37,50,1,1,1
53271,2010,3,10,2010-03-10,18:26:00,AR,1,0,0,34.5898,-92.6561,34.6592,-92.5893,6.12,400,1,1,1
53272,2010,3,10,2010-03-10,20:19:00,AR,1,2,0,35.2398,-91.9072,35.3731,-91.7384,13.24,400,1,1,1
53273,2010,3,10,2010-03-10,20:53:00,AR,1,0,0,35.4438,-91.7018,35.4832,-91.6833,2.91,100,1,1,1
53274,2010,3,10,2010-03-10,21:09:00,AR,2,3,1,35.3969,-92.1422,35.4429,-92.1192,3.43,300,1,1,1
