,yr,mo,dy,date,time,st,mag,inj,fat,slat,slon,elat,elon,len,wid,ns,sn,sg
367,1951,6,25,1951-06-25,17:07:00,IA,2,8,0,43.22,-93.8,0.0,0.0,0.8,500,1,1,1
371,1951,6,27,1951-06-27,00:10:00,KS,4,100,5,39.03,-99.88,0.0,0.0,0.8,300,1,1,1
372,1951,6,27,1951-06-27,01:00:00,KS,1,0,0,38.87,-99.37,0.0,0.0,0.1,10,1,1,1
378,1951,7,2,1951-07-02,00:15:00,TX,2,0,0,34.18,-102.12,0.0,0.0,1.0,20,1,1,1
381,1951,7,4,1951-07-04,21:00:00,KS,0,0,0,37.58,-99.6,0.0,0.0,0.1,10,1,1,1
384,1951,7,7,1951-07-07,18:00:00,KS,2,0,0,39.25,-99.57,0.0,0.0,0.1,10,1,1,1
390,1951,7,15,1951-07-15,16:20:00,OK,2,0,0,34.8,-94.8,0.0,0.0,0.1,100,1,1,1
391,1951,7,15,1951-07-15,16:20:00,OK,0,0,0,34.8,-94.8,0.0,0.0,0.1,100,1,1,1
392,1951,7,15,1951-07-15,16:20:00,OK,0,0,0,34.8,-94.8,0.0,0.0,0.1,100,1,1,1
393,1951,7,17,1951-07-17,17:45:00,IA,1,2,0,43.18,-95.87,0.0,0.0,0.1,10,1,1,1
398,1951,7,22,1951-07-22,00:50:00,KS,2,0,0,39.48,-97.58,39.4,-97.48,7.7,10,1,1,1
400,1951,7,27,1951-07-27,15:30:00,OK,1,0,0,36.13,-99.8,0.0,0.0,0.1,10,1,1,1
401,1951,8,6,1951-08-06,15:00:00,KS,0,0,0,37.55,-99.63,0.0,0.0,0.1,10,1,1,1
402,1951,8,7,1951-08-07,17:00:00,KS,1,0,0,37.05,-101.77,0.0,0.0,0.1,10,1,1,1
403,1951,8,7,1951-08-07,21:30:00,KS,0,0,0,38.75,-99.83,0.0,0.0,0.1,10,1,1,1
406,1951,8,10,1951-08-10,13:57:00,OK,1,2,0,35.8,-97.2,35.88,-97.17,5.9,200,1,1,1
408,1951,8,10,1951-08-10,18:30:00,KS,1,0,0,39.87,-101.67,39.87,-101.62,2.3,250,1,1,1
409,1951,8,13,1951-08-13,02:30:00,KS,1,0,0,38.23,-97.77,0.0,0.0,0.1,10,1,1,1
410,1951,8,13,1951-08-13,02:30:00,KS,1,0,0,38.23,-97.77,0.0,0.0,0.1,10,1,1,1
416,1951,8,21,1951-08-21,14:00:00,MA,2,0,0,42.7,-71.13,42.77,-70.97,9.3,100,1,1,1
421,1951,8,23,1951-08-23,21:30:00,KS,0,0,0,38.58,-99.57,0.0,0.0,0.1,10,1,1,1
422,1951,8,24,1951-08-24,07:30:00,KS,0,0,0,38.67,-95.17,0.0,0.0,0.1,10,1,1,1
423,1951,8,24,1951-08-24,17:30:00,KS,2,0,0,39.78,-100.92,39.8,-100.85,3.3,100,1,1,1
424,1951,8,26,1951-08-26,23:59:00,IA,1,0,0,42.85,-95.95,42.92,-95.87,5.6,140,1,1,1
425,1951,8,31,1951-08-31,15:50:00,OK,1,0,0,36.73,-98.67,0.0,0.0,0.5,440,1,1,1
426,1951,8,31,1951-08-31,16:20:00,KS,1,0,0,38.67,-97.67,0.0,0.0,0.1,10,1,1,1
427,1951,8,31,1951-08-31,16:20:00,KS,1,0,0,38.67,-96.95,0.0,0.0,0.1,10,1,1,1
429,1951,9,9,1951-09-09,09:15:00,MS,2,0,0,33.5,-88.43,0.0,0.0,0.1,100,1,1,1
430,1951,9,9,1951-09-09,16:20:00,OK,2,0,0,36.62,-95.02,0.0,0.0,2.0,67,1,1,1
432,1951,9,23,1951-09-23,21:30:00,KS,0,0,0,38.62,-99.52,0.0,0.0,0.8,100,1,1,1
437,1951,10,21,1951-10-21,20:30:00,OK,1,0,0,36.53,-97.07,0.0,0.0,2.0,880,1,1,1
438,1951,10,23,1951-10-23,03:00:00,AR,2,4,0,35.0,-93.5,0.0,0.0,0.1,10,1,1,1
445,1951,11,13,1951-11-13,17:50:00,KY,3,11,1,37.02,-88.33,0.0,0.0,2.0,10,1,1,1
446,1951,11,14,1951-11-14,22:00:00,TN,2,0,0,35.22,-87.03,0.0,0.0,0.2,10,1,1,1
447,1951,11,15,1951-11-15,15:00:00,AL,2,2,0,34.2,-86.7,0.0,0.0,0.1,150,1,1,1
448,1951,11,15,1951-11-15,20:00:00,AL,2,6,0,34.83,-87.8,0.0,0.0,1.5,177,1,1,1
449,1951,11,16,1951-11-16,01:00:00,AL,2,1,0,34.08,-86.52,0.0,0.0,1.5,10,1,1,1
454,1951,12,8,1951-12-08,17:30:00,MS,0,0,0,32.17,-90.8,0.0,0.0,0.5,350,1,1,1
456,1951,12,18,1951-12-18,17:00:00,MA,2,0,0,41.37,-70.53,0.0,0.0,0.1,10,1,1,1
460,1951,12,20,1951-12-20,15:15:00,MS,1,0,0,33.13,-89.05,0.0,0.0,2.0,900,1,1,1
463,1952,1,22,1952-01-22,09:00:00,AL,1,0,0,32.92,-85.97,0.0,0.0,0.1,10,1,1,1
464,1952,1,26,1952-01-26,15:30:00,AR,1,0,0,34.42,-91.4,0.0,0.0,0.1,10,1,1,1
465,1952,1,26,1952-01-26,16:00:00,AR,1,0,0,34.48,-91.55,0.0,0.0,0.1,10,1,1,1
473,1952,2,1,1952-02-01,15:00:00,TX,2,0,0,30.08,-93.77,0.0,0.0,1.0,67,1,1,1
475,1952,2,13,1952-02-13,16:30:00,AR,2,5,0,35.95,-90.15,0.0,0.0,0.3,10,1,1,1
476,1952,2,13,1952-02-13,17:00:00,TN,2,0,0,36.0,-88.12,0.0,0.0,0.3,300,1,1,1
478,1952,2,13,1952-02-13,19:30:00,MS,0,0,0,32.77,-89.1,0.0,0.0,0.1,10,1,1,1
479,1952,2,13,1952-02-13,19:45:00,TN,1,0,0,36.05,-87.03,0.0,0.0,0.3,200,1,1,1
480,1952,2,13,1952-02-13,20:00:00,AL,3,14,1,33.57,-87.67,33.62,-87.62,5.6,100,1,1,1
481,1952,2,13,1952-02-13,20:30:00,AL,1,6,0,34.02,-86.75,34.07,-86.67,6.0,400,1,1,1
482,1952,2,13,1952-02-13,21:00:00,TN,1,0,0,35.23,-86.82,0.0,0.0,0.2,400,1,1,1
483,1952,2,13,1952-02-13,21:30:00,AL,3,26,1,33.6,-86.93,0.0,0.0,0.1,200,1,1,1
484,1952,2,13,1952-02-13,22:00:00,MS,1,1,0,33.85,-88.47,0.0,0.0,0.1,10,1,1,1
485,1952,2,13,1952-02-13,22:00:00,TN,3,2,0,35.22,-86.6,35.22,-86.47,7.4,350,1,1,1
486,1952,2,13,1952-02-13,22:30:00,MS,1,2,0,30.42,-89.48,0.0,0.0,0.1,10,1,1,1
487,1952,2,13,1952-02-13,22:30:00,TN,4,44,3,35.2,-86.3,35.22,-86.08,12.7,100,1,1,1
488,1952,2,13,1952-02-13,23:00:00,TN,3,2,0,35.25,-85.83,35.27,-85.75,5.1,400,1,1,1
492,1952,2,29,1952-02-29,16:00:00,TN,1,166,3,35.42,-86.7,0.0,0.0,0.1,100,1,1,1
493,1952,2,29,1952-02-29,16:30:00,TN,4,150,2,35.15,-86.58,0.0,0.0,2.0,300,1,1,1
494,1952,2,29,1952-02-29,16:40:00,TN,2,0,0,35.53,-85.85,0.0,0.0,1.0,400,1,1,1
495,1952,2,29,1952-02-29,17:00:00,AL,3,12,0,34.5,-85.7,34.53,-85.67,3.3,400,1,1,1
496,1952,2,29,1952-02-29,17:30:00,TN,2,0,0,35.3,-84.67,35.45,-84.47,15.3,587,1,1,1
500,1952,3,2,1952-03-02,22:00:00,TX,0,0,0,32.97,-96.58,0.0,0.0,0.2,10,1,1,1
501,1952,3,3,1952-03-03,05:45:00,AR,1,0,0,35.13,-93.93,0.0,0.0,0.6,50,1,1,1
502,1952,3,3,1952-03-03,13:10:00,AL,3,6,0,33.33,-87.9,33.37,-87.87,3.3,440,1,1,1
506,1952,3,17,1952-03-17,19:30:00,TX,1,0,0,33.88,-98.58,0.0,0.0,0.1,33,1,1,1
507,1952,3,17,1952-03-17,20:00:00,TX,0,0,0,32.92,-98.25,0.0,0.0,0.5,20,1,1,1
512,1952,3,21,1952-03-21,14:40:00,AR,4,9,7,34.02,-94.02,34.22,-93.97,13.0,833,1,1,1
513,1952,3,21,1952-03-21,16:00:00,AR,3,0,0,34.72,-92.82,34.78,-92.52,17.7,440,1,1,1
514,1952,3,21,1952-03-21,16:50:00,AR,4,325,50,35.22,-91.7,35.37,-91.52,14.6,1760,1,1,1
515,1952,3,21,1952-03-21,17:00:00,AR,2,6,0,34.95,-92.42,0.0,0.0,0.1,10,1,1,1
516,1952,3,21,1952-03-21,17:00:00,AR,4,6,2,34.9,-91.85,34.8,-91.8,7.6,10,1,1,1
517,1952,3,21,1952-03-21,17:00:00,AR,3,9,9,34.53,-91.8,34.73,-91.65,16.2,10,1,1,1
518,1952,3,21,1952-03-21,17:20:00,AR,2,15,5,34.8,-91.8,34.98,-91.73,13.3,417,1,1,1
519,1952,3,21,1952-03-21,17:20:00,AR,0,5,1,34.72,-91.57,0.0,0.0,0.1,417,1,1,1
520,1952,3,21,1952-03-21,17:30:00,AR,3,0,0,35.13,-91.45,35.27,-91.18,17.6,600,1,1,1
521,1952,3,21,1952-03-21,17:30:00,AR,4,180,29,35.0,-91.25,35.13,-91.08,13.1,880,1,1,1
522,1952,3,21,1952-03-21,17:40:00,AR,3,6,0,35.47,-91.2,35.8,-90.97,28.5,440,1,1,1
523,1952,3,21,1952-03-21,18:00:00,TN,4,10,2,36.02,-89.2,36.08,-89.18,4.7,200,1,1,1
524,1952,3,21,1952-03-21,18:00:00,AR,4,5,4,35.42,-91.0,0.0,0.0,0.1,880,1,1,1
525,1952,3,21,1952-03-21,18:45:00,AR,3,96,3,35.6,-90.72,35.67,-90.52,51.8,880,1,1,1
526,1952,3,21,1952-03-21,18:45:00,AR,3,5,1,35.53,-90.42,35.62,-90.28,9.4,200,1,1,1
527,1952,3,21,1952-03-21,19:00:00,AR,3,57,1,35.67,-90.52,35.95,-89.9,39.7,880,1,1,1
529,1952,3,21,1952-03-21,20:30:00,TN,3,30,10,35.95,-89.43,36.13,-89.2,18.1,1000,1,1,1
530,1952,3,21,1952-03-21,20:30:00,TN,4,5,4,36.1,-89.27,0.0,0.0,2.0,200,1,1,1
531,1952,3,21,1952-03-21,20:30:00,MS,0,1,0,32.47,-90.12,0.0,0.0,0.1,20,1,1,1
532,1952,3,21,1952-03-21,22:00:00,MS,4,74,16,34.87,-89.68,35.12,-89.28,29.6,427,2,0,1
533,1952,3,21,1952-03-21,22:45:00,TN,2,2,2,35.8,-88.78,0.0,0.0,0.1,150,1,1,1
534,1952,3,21,1952-03-21,22:50:00,TN,3,3,0,35.85,-88.67,0.0,0.0,0.1,100,1,1,1
535,1952,3,21,1952-03-21,23:00:00,TN,2,8,1,35.93,-88.5,0.0,0.0,0.1,150,1,1,1
536,1952,3,21,1952-03-21,23:17:00,TN,3,19,0,36.02,-88.27,36.07,-88.2,5.1,177,1,1,1
537,1952,3,21,1952-03-21,23:30:00,TN,4,157,38,35.27,-88.98,35.63,-88.28,46.8,177,1,1,1
538,1952,3,21,1952-03-21,23:55:00,TN,2,0,0,35.85,-87.68,0.0,0.0,0.3,500,1,1,1
539,1952,3,22,1952-03-22,00:05:00,KY,3,18,0,37.53,-85.72,37.55,-85.67,2.7,10,1,1,1
540,1952,3,22,1952-03-22,00:20:00,TN,2,10,3,35.87,-87.58,0.0,0.0,0.5,40,1,1,1
541,1952,3,22,1952-03-22,11:15:00,TN,1,1,0,36.25,-85.93,0.0,0.0,0.3,10,1,1,1
542,1952,3,22,1952-03-22,15:00:00,AL,4,50,4,34.6,-87.0,34.68,-86.63,21.6,100,1,1,1
543,1952,4,3,1952-04-03,18:00:00,TX,2,1,0,33.6,-96.7,33.63,-96.63,4.9,200,1,1,1
548,1952,4,4,1952-04-04,06:20:00,AL,1,2,0,30.7,-88.28,0.0,0.0,0.2,200,1,1,1
560,1952,4,8,1952-04-08,13:30:00,KS,1,0,0,37.87,-99.47,0.0,0.0,0.1,10,1,1,1
561,1952,4,8,1952-04-08,16:45:00,OK,0,0,0,35.25,-99.7,35.85,-99.35,45.9,100,1,1,1
563,1952,4,18,1952-04-18,14:15:00,TX,1,0,0,32.22,-95.85,0.0,0.0,0.8,200,1,1,1
564,1952,4,20,1952-04-20,15:30:00,OK,1,0,0,34.88,-99.87,36.15,-99.3,0.1,20,1,1,1
565,1952,4,20,1952-04-20,16:00:00,OK,0,0,0,34.67,-99.5,0.0,0.0,1.5,440,1,1,1
566,1952,4,20,1952-04-20,16:00:00,OK,0,0,0,34.67,-99.5,0.0,0.0,1.5,440,1,1,1
567,1952,4,20,1952-04-20,16:00:00,OK,0,0,0,34.67,-99.5,0.0,0.0,1.5,440,1,1,1
568,1952,4,21,1952-04-21,12:15:00,TX,4,0,0,31.5,-97.45,31.48,-97.42,2.3,200,1,1,1
569,1952,4,21,1952-04-21,16:05:00,OK,0,0,0,36.87,-97.33,0.0,0.0,0.3,50,1,1,1
570,1952,4,22,1952-04-22,17:30:00,KS,0,0,0,39.18,-96.75,0.0,0.0,0.1,10,1,1,1
571,1952,4,22,1952-04-22,18:30:00,AR,1,0,0,33.32,-93.25,0.0,0.0,0.3,150,1,1,1
572,1952,4,22,1952-04-22,19:15:00,AR,1,0,0,35.9,-91.63,0.0,0.0,0.1,100,1,1,1
574,1952,4,29,1952-04-29,13:30:00,KS,0,0,0,37.08,-100.08,0.0,0.0,0.1,10,1,1,1
576,1952,4,30,1952-04-30,15:45:00,OK,2,0,0,36.77,-99.08,36.77,-98.83,13.7,200,1,1,1
577,1952,4,30,1952-04-30,18:30:00,TX,3,6,0,31.45,-100.47,0.0,0.0,0.5,100,1,1,1
578,1952,4,30,1952-04-30,19:14:00,KS,0,0,0,38.07,-98.67,0.0,0.0,0.1,10,1,1,1
579,1952,4,30,1952-04-30,20:50:00,KS,0,0,0,37.75,-99.83,0.0,0.0,0.1,10,1,1,1
586,1952,5,10,1952-05-10,09:00:00,AL,1,0,0,33.73,-87.75,0.0,0.0,0.2,50,1,1,1
587,1952,5,10,1952-05-10,09:00:00,AL,1,0,0,33.73,-87.75,0.0,0.0,0.2,50,1,1,1
588,1952,5,10,1952-05-10,09:00:00,AL,1,0,0,33.73,-87.75,0.0,0.0,0.2,50,1,1,1
596,1952,5,21,1952-05-21,18:00:00,KS,0,0,0,39.52,-99.0,0.0,0.0,0.1,10,1,1,1
597,1952,5,21,1952-05-21,19:30:00,KS,2,0,0,39.68,-97.87,0.0,0.0,0.2,100,1,1,1
598,1952,5,22,1952-05-22,17:10:00,KS,4,3,0,38.98,-95.22,39.07,-94.72,26.9,440,1,1,1
600,1952,5,22,1952-05-22,23:30:00,OK,1,0,0,34.75,-97.92,0.0,0.0,0.1,10,1,1,1
601,1952,5,23,1952-05-23,04:00:00,OK,1,0,0,36.02,-96.82,0.0,0.0,0.1,10,1,1,1
602,1952,5,23,1952-05-23,04:30:00,OK,1,0,0,34.67,-98.87,34.83,-98.65,16.9,100,1,1,1
603,1952,5,23,1952-05-23,04:45:00,OK,2,1,0,34.62,-98.42,0.0,0.0,0.3,150,1,1,1
604,1952,5,23,1952-05-23,05:00:00,OK,2,0,0,34.65,-98.43,0.0,0.0,0.1,200,1,1,1
605,1952,5,23,1952-05-23,11:40:00,TX,0,1,0,32.22,-95.62,0.0,0.0,0.5,33,1,1,1
606,1952,5,23,1952-05-23,13:00:00,IA,2,0,0,42.75,-92.97,0.0,0.0,0.1,17,1,1,1
608,1952,5,23,1952-05-23,14:30:00,TX,1,1,0,31.45,-100.48,31.45,-100.37,7.1,50,1,1,1
609,1952,5,23,1952-05-23,15:00:00,IA,1,0,0,43.33,-93.08,0.0,0.0,0.1,10,1,1,1
614,1952,6,1,1952-06-01,00:49:00,OK,1,0,0,35.5,-100.0,0.0,0.0,0.1,10,1,1,1
615,1952,6,2,1952-06-02,18:30:00,IA,2,1,0,41.9,-95.4,41.88,-95.33,2.3,100,1,1,1
616,1952,6,4,1952-06-04,15:30:00,OK,1,0,0,36.07,-98.32,0.0,0.0,0.1,10,1,1,1
617,1952,6,4,1952-06-04,15:35:00,AR,2,0,0,36.12,-90.93,0.0,0.0,0.1,10,1,1,1
618,1952,6,5,1952-06-05,12:30:00,TX,1,0,0,33.65,-96.75,33.83,-96.65,13.8,33,1,1,1
623,1952,6,15,1952-06-15,00:50:00,OK,1,0,0,35.62,-99.68,0.0,0.0,0.1,10,1,1,1
626,1952,6,18,1952-06-18,14:30:00,AR,0,0,0,34.7,-92.08,0.0,0.0,0.1,10,1,1,1
627,1952,6,19,1952-06-19,19:10:00,KS,2,0,0,37.18,-97.42,37.22,-97.37,3.3,60,1,1,1
629,1952,6,21,1952-06-21,15:50:00,OK,1,0,0,36.28,-98.42,0.0,0.0,0.3,440,1,1,1
630,1952,6,21,1952-06-21,19:00:00,KS,2,0,0,39.13,-95.15,39.13,-94.68,24.9,10,1,1,1
632,1952,6,23,1952-06-23,18:30:00,IA,4,4,0,42.75,-95.85,42.9,-95.42,24.1,400,1,1,1
638,1952,6,26,1952-06-26,17:15:00,KS,2,0,0,39.68,-99.45,39.77,-99.25,12.0,10,1,1,1
641,1952,6,27,1952-06-27,14:30:00,KS,2,0,0,39.75,-100.12,39.78,-100.08,1.9,100,1,1,1
646,1952,6,29,1952-06-29,16:30:00,OK,2,1,0,34.38,-99.0,0.0,0.0,0.1,10,1,1,1
647,1952,6,30,1952-06-30,18:05:00,TN,1,0,0,36.03,-86.77,0.0,0.0,0.3,10,1,1,1
652,1952,7,2,1952-07-02,17:50:00,IA,1,0,0,43.4,-96.1,0.0,0.0,0.1,10,1,1,1
653,1952,7,6,1952-07-06,15:00:00,KS,1,0,0,39.83,-100.2,40.0,-100.13,11.9,10,1,1,1
654,1952,7,6,1952-07-06,16:30:00,KS,0,0,0,39.73,-101.98,0.0,0.0,0.1,10,1,1,1
655,1952,7,6,1952-07-06,17:00:00,KS,2,0,0,39.27,-101.85,0.0,0.0,0.1,10,1,1,1
656,1952,7,7,1952-07-07,13:30:00,OK,1,0,0,35.33,-97.83,35.37,-97.78,3.6,50,1,1,1
659,1952,7,13,1952-07-13,13:00:00,OK,1,0,0,35.93,-97.73,0.0,0.0,1.0,10,1,1,1
660,1952,7,13,1952-07-13,15:00:00,OK,1,0,0,36.32,-95.7,0.0,0.0,0.1,10,1,1,1
661,1952,7,16,1952-07-16,14:18:00,AR,2,0,0,33.45,-93.97,33.47,-93.97,1.1,50,1,1,1
662,1952,7,16,1952-07-16,16:05:00,AR,2,0,0,33.45,-93.97,33.47,-93.97,1.1,50,1,1,1
663,1952,7,16,1952-07-16,17:30:00,OK,1,0,0,36.87,-100.88,0.0,0.0,0.1,30,1,1,1
674,1952,7,29,1952-07-29,16:00:00,MS,1,0,0,31.62,-89.53,0.0,0.0,0.1,10,1,1,1
675,1952,8,3,1952-08-03,15:45:00,MS,2,0,0,34.37,-89.52,0.0,0.0,0.3,200,1,1,1
676,1952,8,7,1952-08-07,18:00:00,KS,3,0,0,39.0,-98.52,39.05,-98.45,4.7,10,1,1,1
677,1952,8,7,1952-08-07,22:00:00,KS,1,0,0,37.93,-99.42,0.0,0.0,0.1,10,1,1,1
679,1952,8,12,1952-08-12,16:15:00,TX,1,0,0,33.12,-98.6,0.0,0.0,0.7,50,1,1,1
682,1952,8,14,1952-08-14,21:30:00,KS,2,0,0,38.68,-97.02,0.0,0.0,1.5,100,1,1,1
683,1952,8,15,1952-08-15,16:30:00,OK,2,0,0,35.8,-97.5,35.85,-97.43,5.1,77,1,1,1
694,1952,11,17,1952-11-17,00:01:00,KS,1,0,0,39.67,-95.87,0.0,0.0,0.1,10,1,1,1
695,1952,11,17,1952-11-17,13:20:00,IA,0,0,0,41.55,-91.08,0.0,0.0,0.1,50,1,1,1
696,1952,11,17,1952-11-17,16:30:00,AR,2,2,0,34.57,-94.4,34.95,-93.9,39.2,100,1,1,1
698,1952,12,3,1952-12-03,18:15:00,TX,2,4,0,30.9,-95.3,30.95,-95.08,13.3,100,1,1,1
699,1952,12,9,1952-12-09,15:00:00,KY,3,3,0,37.68,-87.3,37.95,-86.73,35.0,880,2,0,1
701,1953,1,7,1953-01-07,20:15:00,AR,2,2,0,33.83,-92.17,33.87,-92.1,4.5,100,1,1,1
702,1953,1,8,1953-01-08,06:30:00,AL,1,0,0,32.62,-86.98,0.0,0.0,0.5,167,1,1,1
703,1953,1,8,1953-01-08,07:10:00,AL,2,0,0,33.42,-86.12,33.45,-86.08,3.0,867,1,1,1
708,1953,1,20,1953-01-20,15:00:00,AL,3,0,0,33.8,-87.23,0.0,0.0,1.5,50,1,1,1
709,1953,1,20,1953-01-20,16:30:00,AL,1,1,0,34.1,-86.5,0.0,0.0,0.1,10,1,1,1
710,1953,1,20,1953-01-20,17:41:00,TN,2,0,0,35.7,-85.85,0.0,0.0,0.5,500,1,1,1
713,1953,1,22,1953-01-22,23:00:00,MS,2,1,0,31.55,-90.88,32.12,-90.5,45.2,100,1,1,1
714,1953,1,23,1953-01-23,05:00:00,AL,3,1,0,31.53,-88.0,31.57,-87.9,6.5,300,1,1,1
716,1953,2,19,1953-02-19,15:00:00,TX,1,0,0,32.1,-94.6,0.0,0.0,0.1,10,1,1,1
717,1953,2,19,1953-02-19,17:30:00,TX,1,0,0,31.72,-94.83,0.0,0.0,0.1,10,1,1,1
718,1953,2,19,1953-02-19,19:40:00,OK,1,0,0,34.72,-97.62,0.0,0.0,1.3,17,1,1,1
719,1953,2,19,1953-02-19,21:00:00,OK,1,0,0,33.85,-97.03,0.0,0.0,0.5,10,1,1,1
720,1953,2,19,1953-02-19,21:15:00,OK,1,0,0,34.45,-96.97,34.5,-96.92,4.7,67,1,1,1
721,1953,2,19,1953-02-19,21:45:00,OK,1,0,0,34.0,-96.75,0.0,0.0,0.1,10,1,1,1
722,1953,2,20,1953-02-20,10:15:00,AR,1,0,0,34.77,-91.57,0.0,0.0,0.1,33,1,1,1
723,1953,2,20,1953-02-20,11:00:00,MS,2,2,0,33.03,-91.02,0.0,0.0,1.0,100,1,1,1
724,1953,2,20,1953-02-20,12:00:00,MS,1,0,0,33.52,-89.92,33.7,-89.73,16.5,100,1,1,1
725,1953,2,20,1953-02-20,12:00:00,MS,2,1,0,34.25,-89.05,34.35,-88.83,14.2,880,1,1,1
726,1953,2,20,1953-02-20,15:00:00,MS,1,0,0,34.03,-88.88,34.32,-88.73,21.3,100,1,1,1
727,1953,2,20,1953-02-20,16:10:00,AL,3,8,1,34.7,-87.7,0.0,0.0,0.1,20,1,1,1
728,1953,2,20,1953-02-20,16:30:00,AL,2,2,0,33.95,-87.8,0.0,0.0,0.5,300,1,1,1
729,1953,2,20,1953-02-20,16:45:00,AL,2,1,0,33.93,-87.37,0.0,0.0,0.7,100,1,1,1
730,1953,2,20,1953-02-20,19:00:00,AL,2,6,0,34.38,-87.07,34.42,-86.95,7.1,220,1,1,1
731,1953,3,12,1953-03-12,16:30:00,TX,2,2,0,32.17,-94.33,0.0,0.0,2.0,80,1,1,1
732,1953,3,13,1953-03-13,14:00:00,TX,4,25,17,33.28,-99.95,33.42,-99.78,13.9,50,1,1,1
733,1953,3,13,1953-03-13,17:15:00,OK,2,1,0,34.77,-97.95,35.07,-97.75,23.6,100,1,1,1
734,1953,3,13,1953-03-13,18:19:00,OK,3,8,1,34.88,-97.7,0.0,0.0,1.0,100,1,1,1
735,1953,3,13,1953-03-13,18:45:00,OK,2,2,0,35.07,-97.48,0.0,0.0,2.0,100,1,1,1
736,1953,3,13,1953-03-13,19:30:00,OK,2,0,0,35.18,-97.25,0.0,0.0,1.3,250,1,1,1
737,1953,3,13,1953-03-13,19:30:00,OK,3,11,2,33.92,-97.27,34.32,-96.65,45.3,200,1,1,1
738,1953,3,13,1953-03-13,22:00:00,OK,2,0,0,35.0,-94.53,0.0,0.0,0.1,100,1,1,1
739,1953,3,14,1953-03-14,00:30:00,AR,3,0,0,35.22,-93.95,35.55,-93.37,40.1,880,1,1,1
740,1953,3,14,1953-03-14,00:30:00,AR,2,0,0,35.88,-92.23,36.18,-91.7,36.2,333,1,1,1
741,1953,3,14,1953-03-14,01:30:00,AR,3,7,0,35.28,-93.28,35.4,-93.12,12.2,880,1,1,1
742,1953,3,14,1953-03-14,14:30:00,MS,2,0,1,34.67,-88.43,34.7,-88.4,3.3,10,1,1,1
744,1953,3,14,1953-03-14,17:45:00,TN,2,8,0,35.47,-89.45,35.67,-89.08,24.8,33,1,1,1
745,1953,3,14,1953-03-14,18:00:00,TN,2,2,0,35.37,-88.78,35.57,-88.43,24.0,100,1,1,1
746,1953,3,14,1953-03-14,18:30:00,TN,1,0,0,36.08,-89.38,0.0,0.0,0.2,10,1,1,1
747,1953,3,14,1953-03-14,19:00:00,TN,1,0,0,35.75,-89.53,0.0,0.0,0.2,10,1,1,1
748,1953,3,14,1953-03-14,19:30:00,TN,3,3,0,35.53,-88.97,35.75,-88.62,24.7,100,1,1,1
750,1953,3,14,1953-03-14,21:15:00,TN,2,1,0,36.33,-88.77,0.0,0.0,0.3,600,1,1,1
754,1953,3,18,1953-03-18,14:22:00,AL,2,2,0,30.7,-88.12,0.0,0.0,0.1,10,1,1,1
757,1953,3,21,1953-03-21,12:45:00,IA,1,2,0,42.23,-95.68,0.0,0.0,0.1,10,1,1,1
758,1953,3,21,1953-03-21,13:00:00,IA,1,0,0,42.05,-95.72,41.93,-95.87,10.9,600,1,1,1
759,1953,3,21,1953-03-21,14:00:00,MS,1,0,0,34.28,-90.65,34.38,-90.55,9.0,10,1,1,1
760,1953,3,21,1953-03-21,15:00:00,IA,3,0,0,43.27,-94.63,43.3,-94.0,31.8,400,1,1,1
762,1953,3,21,1953-03-21,17:00:00,IA,2,0,0,41.88,-92.62,42.05,-92.55,11.7,100,1,1,1
764,1953,3,22,1953-03-22,15:00:00,MS,1,1,0,31.88,-89.95,32.57,-88.42,101.3,10,1,1,1
765,1953,3,22,1953-03-22,15:15:00,TN,2,0,0,35.93,-89.65,36.15,-89.18,30.1,100,1,1,1
766,1953,3,22,1953-03-22,19:00:00,AL,2,0,0,34.85,-87.62,0.0,0.0,1.0,200,1,1,1
767,1953,3,29,1953-03-29,19:25:00,OK,1,0,0,34.58,-98.42,0.0,0.0,1.0,100,1,1,1
768,1953,3,30,1953-03-30,14:30:00,KS,0,0,0,37.03,-97.78,37.27,-97.75,16.1,10,1,1,1
771,1953,4,2,1953-04-02,21:58:00,OK,0,0,0,34.92,-97.67,0.0,0.0,0.1,10,1,1,1
772,1953,4,4,1953-04-04,15:03:00,MS,2,0,0,30.85,-89.13,0.0,0.0,0.1,100,1,1,1
774,1953,4,6,1953-04-06,15:45:00,AL,3,12,0,33.32,-87.0,0.0,0.0,0.5,37,1,1,1
775,1953,4,9,1953-04-09,16:00:00,KS,1,0,0,38.5,-100.48,0.0,0.0,0.4,70,1,1,1
778,1953,4,12,1953-04-12,03:40:00,AL,1,0,0,33.85,-86.77,0.0,0.0,0.5,100,1,1,1
781,1953,4,14,1953-04-14,14:30:00,MS,1,0,0,33.73,-88.77,0.0,0.0,0.1,10,1,1,1
782,1953,4,14,1953-04-14,18:50:00,OK,2,0,0,35.5,-97.83,35.3,-97.68,16.2,440,1,1,1
783,1953,4,14,1953-04-14,23:00:00,OK,2,0,0,34.37,-96.2,0.0,0.0,0.3,23,1,1,1
785,1953,4,15,1953-04-15,18:30:00,TN,1,8,0,35.58,-89.28,0.0,0.0,0.5,200,1,1,1
786,1953,4,15,1953-04-15,18:45:00,TN,1,1,0,35.67,-88.38,0.0,0.0,1.0,300,1,1,1
787,1953,4,15,1953-04-15,18:45:00,TN,1,2,0,35.62,-88.83,0.0,0.0,1.5,300,1,1,1
